44511442,30344,1
45178872,17203,2
45178872,21812,19
45229420,35497,1
45340836,47786,1
45564028,19019,1
45683439,18230,2
45683439,29781,1
45745311,22842,1
45949251,27306,1
45949251,42436,1
46010002,22842,1
46491786,25956,9
46491786,26980,1
46491786,27338,1
46491786,41924,7
46491786,42436,5
46703103,47048,1
46717749,47046,1
46935013,35204,3
46977807,39290,4
47297439,14136,1
47771920,34985,3
48019007,51144,1
48226742,27016,1
48410819,34711,1
48812799,38821,1
48969940,34420,1
49322957,22617,1
49322957,35450,1
49322957,37988,1
49385890,22859,1
49408434,31113,1
49651912,39626,2
49699821,14651,1
49846474,47047,1
49883227,34985,1
50134869,47046,1
50199055,30344,2
50338798,18488,1
50558195,50599,1
50599578,21844,1
50634848,18232,1
50946391,34711,2
51197860,50371,2
51930416,50870,1
52017051,42949,1
52080962,23386,4
52246494,26984,1
52731040,34985,1
52785989,34970,2
52798413,13879,1
52904992,51403,1
53264797,14907,5
53264797,18230,1
53264797,21332,1
53351086,51818,1
53644277,34663,1
53730927,41924,2
53730927,42436,30
54227704,38774,1
54465027,43978,3
54649137,51915,3
54727817,46771,1
54988777,34711,1
55021792,46662,1
55162186,29539,1
55256158,22329,1
55390326,31595,2
55608080,25764,2
55608080,34197,3
55608080,41924,3
55826926,42436,4
56371583,13444,1
56619704,50371,2
56699094,30329,1
56722411,30599,1
56741642,51915,2
56875195,46019,1
57092289,51402,1
57463678,19259,3
57463678,31081,22
57628055,14391,2
57763326,46515,1
58335213,35193,4
58382358,34165,1
58487627,31081,1
58716209,30053,2
58929489,50887,1
58933385,42953,7
59213258,39514,3
59255851,50371,5
59333326,38791,2
59437468,22329,2
59495254,39289,2
59743187,34985,1
59743187,35498,10
59743187,43946,3
59743187,46019,9
59974231,23098,1
59976203,14907,1
60028584,26504,1
60139066,25956,2
60202368,50371,5
60447960,42436,1
60537007,34165,26
60907816,14907,1
61595329,39290,1
61606405,30390,1
61908517,31338,1
61946138,41892,1
62449840,18232,1
62487814,43466,3
62962811,47047,1
63056212,47046,1
63080604,34985,2
63321310,30085,1
63340156,18499,1
63550755,18616,8
63550755,26808,2
63550755,34197,1
63550755,47013,1
63603857,50887,1
63638077,14408,1
63834127,18265,4
64069998,43977,1
64079936,13363,1
64374430,34424,1
64547093,43466,1
64715510,30776,4
65143216,34406,1
65176507,17739,1
65439556,13363,7
65439556,22842,6
65445429,35497,1
65532896,22329,1
65831059,47047,1
65853849,31595,2
66107032,14907,1
66151658,14651,1
66277870,51127,1
66563818,47028,1
66694035,42406,2
66831019,21893,1
67150583,25956,1
67337503,38984,1
67481239,38808,1
67539257,14907,5
67539257,18230,2
68098194,38776,1
68335757,50887,1
68621991,38548,1
68731669,18232,1
68742507,50627,2
68761572,38534,1
69003272,14954,2
69225978,51883,3
69573479,50371,1
69640413,13412,2
69640413,25956,3
69677379,38292,1
69705592,14665,2
69858500,43688,1
69961411,30085,14
70230406,13879,1
70894983,13363,2
70946910,17509,1
71036913,31322,2
71069757,37782,1
71548735,14651,1
71878384,18499,3
71878384,23354,1
72721324,14665,1
73028201,23386,3
73031860,34440,1
73128630,30792,2
73723461,22841,1
73904324,33674,1
74145173,17717,1
74179485,52155,1
74285887,14907,1
75443821,31098,5
75781134,25764,1
75806925,51915,1
76298332,31081,1
76556202,31081,1
76949332,26217,1
76990838,25962,2
77017976,19034,1
77213467,25990,1
77241396,31081,1
77359326,30293,1
77432173,13363,1
77541239,31434,1
78155966,38534,2
78179255,39000,2
78231461,23386,1
78353887,31322,2
78500522,14907,1
78525211,30808,1
78590460,39560,1
78622558,42036,1
79073414,34439,1
79076180,13895,3
79149313,29796,3
79642763,51399,1
79984172,33957,1
80379956,41892,1
80416987,25796,1
80564435,47048,1
80572327,42660,1
80628455,41925,4
81165995,46019,3
81238635,34985,6
81238635,47046,1
81239525,38566,1
81300389,14137,1
81577746,30085,1
81738625,31321,1
81782295,31081,2
81906350,42916,2
81906350,51915,6
81988198,47531,1
82412460,25956,1
82447603,33957,1
82652672,19259,1
82869871,31081,1
82964502,43977,1
82982021,35434,1
82982021,39530,7
83368604,47542,1
83380639,31322,1
83415280,46019,1
83754410,42407,1
84251606,43466,1
84600738,18230,1
84817102,23178,2
84940295,22872,1
84978619,38470,4
85651478,35000,1
85752706,35208,1
86280704,27306,7
86398677,34197,546
86398677,35225,546
86398677,41924,18
86398677,42410,2
86398677,42436,89
86398677,42660,37
86398677,42666,42
86398677,42916,1473
86398677,42922,1473
86398677,42949,311
86398677,42953,311
86398677,43172,42
86398677,43178,37
86398677,43428,2
86398677,43466,89
86398677,43978,18
86760280,33910,4
87233701,50613,1
87364707,30329,1
87455754,47291,7
87526265,38307,1
88209231,42949,6
88321958,25718,1
88443841,35739,25
88582987,31113,1
88820563,38825,1
88864271,35739,1
88936587,25941,1
89026302,25958,2
89163859,43684,1
89379796,43977,2
89616316,27194,1
89897638,50806,1
90022451,26182,1
90022451,34374,1
90047863,30085,1
90621605,42436,1
90807535,42905,1
90998395,34919,2
91036465,33957,1
91156879,34165,1
91164543,33988,1
91243345,30567,10
91365903,30053,4
91470100,43178,1
91513325,42953,1
91568026,38260,1
91812053,34904,1
92103466,14151,1
92142340,50228,1
92226942,18230,2
92869216,18232,1
93171644,26729,1
93868362,51658,1
94088798,50806,4
94100856,38292,1
94321528,22329,2
94537930,30824,1
94665141,33927,1
94973987,39322,1
95155636,30888,1
95339938,33988,2
95444314,43466,2
95675049,18756,1
95702996,27001,1
95867714,38566,1
96016349,18230,1
96223325,22600,1
96262913,46790,3
96371135,34985,2
96374417,22857,2
96600214,39482,1
96720382,39530,1
96745768,17482,1
96760398,22842,5
96778284,41859,1
96909306,34469,1
97083640,47818,2
97258310,33988,2
97343483,34985,4
97343483,41925,13
97343483,47046,9
97421207,31322,1
97699625,18230,4
97699625,23386,1
97699625,30809,1
97943830,18232,3
97987459,21587,1
98109601,22325,15
98164515,50371,7
98291318,47047,1
98444783,14151,1
98654172,33603,2
98656814,42341,1
98899836,35225,1
98923773,42905,1
99138561,17995,1
99657008,30053,1
99657008,37972,1
100155894,31081,2
100219766,26502,1
100355308,46771,9
100819397,13397,4
100978621,34953,1
101206740,30822,1
101407243,14937,5
101852535,43943,1
102071957,26759,1
102490766,47046,1
102840467,26457,1
103081069,26182,1
103212619,35497,3
103212619,47013,2
103252389,30599,1
103316835,23354,1
103519590,42663,1
103917022,51641,1
104729020,30904,1
105031641,38759,1
105161431,30854,2
105395825,42889,2
105429150,17995,1
105429150,21812,1
105429150,30053,1
105654781,18777,1
105675252,43466,1
105743668,30342,1
105896700,26468,1
105955327,14136,2
106050312,35225,2
106061268,38292,6
106082003,39546,1
106369330,13909,1
106532298,26021,1
106663099,18232,1
106736080,46229,1
107113956,34197,1
107209939,17478,1
107501370,46005,1
107582887,43977,7
108323524,42404,1
108440083,26729,1
108666939,25990,1
108675729,31290,1
108850398,46019,2
109466186,34197,4
109466186,43434,2
109688696,42436,189
109688696,46019,14
110332677,43192,1
110956983,27338,1
111086210,30085,1
111090666,19259,35
111090666,30053,40
111241604,47047,3
111392732,50371,1
111509983,21925,1
111627101,35204,3
112000819,22362,1
112000819,29748,5
112015814,17749,1
112141311,42404,1
112370858,26438,1
112534871,25764,1
112534871,35530,1
112680383,34469,2
112841474,47289,1
112903183,47561,1
112941062,38084,1
112981580,42423,1
113153139,34437,1
113278084,35497,1
113281665,34985,1
113564956,46276,2
113645916,38309,1
113688717,31386,1
113851063,25796,23
114021001,35739,1
114148156,14136,1
114490541,17222,1
114714269,38262,1
114797800,47287,2
115329081,22356,1
115461022,39322,1
115553307,42949,1
115756489,31306,1
115756489,35402,2
115994293,22874,1
116010316,47818,1
116053164,34698,1
116067848,33635,4
116097345,38808,1
116180642,22599,1
116498406,22356,15
116611121,43687,2
116707129,18232,2
116999991,37972,1
117054616,18488,1
117911262,47283,1
118280520,22617,1
118703287,34711,1
118783766,14697,1
118961030,14650,1
119176282,22857,1
119533856,43175,2
119580268,13363,1
119665981,30809,1
119752161,30085,1
119867659,19259,1
120052053,17974,1
120199652,19011,1
120215532,34165,1
120557744,21827,1
120800400,23144,1
120957365,25701,1
121073294,38292,1
121761560,35273,1
122554445,26986,2
122693191,25764,1
122693191,42949,1
123010613,30631,1
123737780,18230,2
123740061,34180,1
123952556,43466,1
124129306,41892,2
124221476,34711,3
124221476,34985,1
124221476,35498,1
124416514,50371,2
124895973,43337,1
125043571,17749,1
125201113,34424,1
125666244,25652,1
125760249,13363,1
125797474,38791,1
125909888,26535,1
125909888,31113,1
125937915,18232,3
125937915,37940,2
126236546,47514,1
126251529,43401,1
126532119,34420,1
126708084,33955,1
126752980,42922,2
126797152,39046,1
126978092,14425,1
127293689,35225,1
127947920,13363,1
128265826,25939,1
128327591,47046,2
128786144,30324,1
129054890,25955,1
129054890,34469,1
129065359,18507,3
129065359,30293,2
129191024,25796,1
129191024,35498,1
129327439,46501,1
129485834,38260,1
129998487,35208,2
130584683,35739,1
130651650,34948,1
130740682,17765,1
131237427,34711,1
132236134,27338,1
132238573,21365,1
133018534,34711,1
133134757,14391,1
133233582,38067,1
133639942,47046,1
133924929,38743,1
133924929,42149,1
133930900,27498,1
134097473,26535,3
134097473,33683,1
134272045,51770,1
134383928,39316,2
134746140,17765,1
134829744,17766,1
134886615,23210,2
134886615,43466,1
135233976,30390,1
135505734,30085,1
135643360,13623,1
136134541,51915,1
136258875,42436,4
136554045,51915,1
136575370,46246,1
136634821,50870,1
136763607,46772,1
136763607,47540,1
136805366,35225,1
137037926,27274,1
137491730,31113,1
137501383,27194,1
137942025,25718,1
138074702,43434,4
138094359,50371,1
138809310,23210,1
139177677,50371,1
139544025,37972,1
140304028,22632,1
140465097,25684,1
140693707,34165,2
140769441,26453,1
141093015,35193,1
141393167,47048,8
141432199,26502,1
141636434,26487,1
141871042,21812,1
142075875,38037,1
142134327,34486,4
142387267,31290,1
142430944,43194,1
142451441,33988,1
142457800,22329,3
142478188,50371,1
142585282,51142,1
142609139,13879,1
142667202,26487,1
143132024,42922,1
143219192,31130,1
143255063,29811,1
143327234,31595,1
143438926,51144,1
143791806,33940,1
144278544,30327,1
144288024,39097,1
144662648,18230,1
145336433,38548,1
145525553,47798,1
145751681,31368,1
145889859,18600,1
145958502,17972,1
145982385,34711,2
146098776,35225,1
146167508,18263,1
146941854,23418,1
147479995,42566,1
147680875,47304,1
147691720,19259,1
147794866,34469,1
148032997,30293,1
148486675,22356,34
148936539,39339,1
149084669,19114,1
149831445,34711,1
149843938,23417,1
149973661,39514,1
150066821,38549,3
150240015,27016,1
150412111,51915,1
150715134,26969,1
151066262,51147,1
151087152,35530,4
151106865,38260,2
151700555,18086,1
151716729,35434,3
151809874,22618,1
152118942,47046,1
152158562,29780,3
152158562,38262,3
152234593,34711,1
152292011,30344,1
152325282,33925,1
152567514,43178,1
152858410,26504,1
152926284,38470,1
153031651,43434,2
153049949,21300,1
153132194,26294,3
153132194,34985,6
153420402,22618,1
153477904,14151,1
153891145,51915,8
154203619,18006,2
154276184,50371,9
154296491,25959,1
154322568,47017,1
154365604,31092,1
155054403,35739,1
155214454,22356,1
155311053,39095,1
155883475,46019,1
155901743,18250,1
156191443,25796,3
156191443,35225,1
156204932,13363,1
156219771,35225,2
156247661,46771,1
156543058,13380,1
156681049,34197,6
156681049,47291,14
156737659,27563,1
156903906,34711,2
156951710,39096,1
156989040,35530,24
156989040,47283,1
157059204,18230,7
157480293,46267,1
157602181,42151,1
157734701,27563,1
157872666,34197,5
157872666,42404,2
158027812,50887,1
158749770,39576,1
159109013,26808,2
159168523,31113,1
159334378,29781,1
159441756,13363,1
159476267,42953,1
159476267,43946,1
159627685,38084,1
159744509,51866,1
160265840,43466,2
160316539,47527,1
160435860,38260,2
160484224,41892,1
160548277,22842,1
161078634,37827,1
161186396,35193,1
161205880,22618,1
161395326,27531,1
161454455,13428,1
162487200,46276,2
162819167,30809,18
162819167,31321,1
163040496,42036,1
163105613,51882,1
163354756,31434,4
164497820,39482,2
164585691,25796,2
164593976,51881,1
164985054,22325,1
164985054,22842,1
165373646,51384,2
165489713,29748,2
165510372,39833,1
165787023,31321,1
165926647,38341,1
166020801,38084,2
166261273,31418,1
166360417,27495,5
166463457,42949,1
166635638,42436,1
166715512,13363,1
166846978,46790,1
166876195,26535,1
166997245,18536,3
167061416,34469,3
167143146,51399,1
167182272,51144,1
167453028,47304,1
167733621,42147,1
168176532,25764,1
169096282,51384,1
169122412,39305,1
169940890,34215,1
170004578,35225,1
170004578,41923,9
170032878,15162,1
170274242,51915,2
170393821,34711,1
170607612,13366,1
170878107,30053,1
170961793,22325,2
170999413,47786,2
171352166,27531,1
171359994,42885,1
171496423,39626,1
171550660,47539,1
171703420,33892,1
171707168,17974,1
172267238,42436,1
172618659,31145,1
172618659,42949,7
172653261,21844,1
172730789,30310,1
172864816,25796,137
172864816,33988,1
172864816,35498,3
172864816,43434,16
172864816,43466,21
172864816,43978,2
173511597,48075,1
173514984,26729,1
174174237,15050,1
174175561,22647,1
174746572,42436,5
174748625,34420,4
175210275,13363,1
175627515,38292,1
176321123,41892,4
177101369,17235,6
177151949,31063,1
177177960,30085,1
177226682,21300,4
177402633,30293,4
177458065,27338,1
177458065,31434,1
177528232,42436,36
177532100,22618,1
177596023,42436,1
178039038,26744,1
178353235,42663,1
178368535,14650,1
178455885,47048,1
178466334,22874,1
178736729,13363,2
178953999,42949,1
178975012,43684,1
179033912,17203,10
179033912,21812,31
179033912,22100,98
179033912,23386,7
179033912,30053,11
179033912,31081,1
179238798,17974,1
179288255,34948,1
179371320,14907,1
180122350,35225,19
180122350,43178,2
180122350,43466,3
180122350,43978,3
180122350,50371,59
180515182,30873,4
180649781,46019,1
181160249,43177,1
181264190,35193,1
181483861,41924,1
181492134,43466,33
181713212,51144,4
181762711,43963,2
181843958,13876,1
182065726,30053,1
182150938,38292,1
182150938,39316,2
182492991,38022,1
182957346,25686,1
183172070,18230,1
183344840,51127,1
183519608,47047,1
183595315,51403,1
183621588,50371,1
183715790,21812,2
184707754,47240,1
185068956,30053,1
185083585,30374,1
185083899,41925,1
185622601,27016,1
185642463,13508,1
185808498,35193,1
185970086,50358,1
186110922,43447,2
186140303,42436,1
186220117,50565,1
186278859,34711,1
186899808,31092,1
187092636,51915,12
187164157,38549,2
187988260,26212,1
188288779,42149,1
188316089,31081,1
188626882,35193,1
188671656,23386,2
188671656,29748,2
188671656,46132,1
188956764,42436,1
189014124,50888,1
189173541,46229,1
189243802,22842,2
189375105,50887,1
189482816,25796,1
190964394,22325,101
190964394,22329,12
190964394,22362,10
190964394,22842,1
190973186,51142,3
191177219,30586,2
191232377,30599,1
191347866,38759,1
191581505,41924,1
191748595,47770,1
191807377,50371,1
192408391,34711,1
192650354,51915,12
193452589,22842,2
193452589,23354,1
193797013,47030,1
194516993,19259,2
194548795,21557,1
194572622,42374,1
195066194,18230,6
195531922,30293,3
195600708,30838,1
196414431,47047,1
196465564,42646,1
196708512,47561,1
196722463,34179,1
196730454,51110,1
196737317,35225,1
196924756,42436,2
196975223,26535,1
196975223,33955,2
196975223,43466,7
197188051,46180,1
197197146,47030,1
197252010,34711,1
197304559,22392,1
197433045,38825,1
197527521,30792,1
197943403,17739,1
198122300,43466,1
198277839,47047,1
198381335,26021,1
198793038,34984,1
198856822,43466,3
198865986,35460,3
198893143,47274,1
199175652,26986,6
199382917,47013,2
199485499,13637,1
200384217,41924,1
200676498,13877,1
200797709,46019,1
201187178,18231,2
201421336,39626,2
201536884,38038,1
201939157,43178,1
202102382,47046,1
202476470,43961,2
202666941,22842,1
202882454,18230,1
202996499,34938,1
203056662,51127,2
203988177,22842,1
204003237,34197,5
204003237,35225,6
204003237,43466,1
204128425,46788,1
204281926,35514,1
204535979,30601,1
204760160,22842,1
204760160,30053,6
204805745,31049,1
205295756,42660,1
205359355,47046,1
205522176,18775,1
206228437,23386,1
206228437,29748,4
206492180,50371,1
206764374,31079,1
206928869,34711,1
207295952,30567,1
208005653,13894,1
208257781,29860,1
208311138,48075,1
208391412,13619,1
208511941,43946,1
208974181,43466,1
209039599,34985,1
209112199,26473,1
209220707,39096,1
209494911,21812,50
209494911,22329,24
209494911,22356,4
209494911,22868,2
209494911,22874,149
209494911,23354,2
209494911,30053,57
209847401,34469,1
209847401,35225,1
209847401,48075,3
209862890,35193,1
210156413,14407,4
210645284,35204,1
210648244,14151,1
210977892,35739,1
211043305,46212,1
211212666,18490,4
211293601,30085,1
211578490,22120,1
211933363,41925,1
212003000,43415,1
212550740,46019,3
212768563,47539,2
212999317,22356,2
213003947,38984,1
213073793,34442,1
213644377,30567,1
214264622,42679,1
214361879,46019,2
214372771,26535,12
214372771,41924,27
214372771,43466,103
214372771,47046,13
214563864,50887,1
214708795,14907,3
214875928,27049,2
215036659,51399,2
215681810,50887,1
215957509,51144,1
215964109,26742,7
216233021,39241,1
216287224,27306,1
216287224,46771,1
216443246,37972,1
216481016,43721,1
216874835,35530,5
216874835,43172,1
217655591,29748,1
217710783,29748,1
217773837,42389,1
218103450,35225,3
218215840,26969,1
218551885,18230,1
218656458,27338,5
218872940,34469,1
219247735,30858,1
219441831,26729,13
219704460,31081,1
219937167,31352,1
220100817,38309,3
220452163,38804,1
220576952,26535,2
220645146,14681,1
221039000,30327,1
221218539,50371,2
221319094,22611,1
221944079,30039,2
221992933,19259,2
222486217,27210,3
222486217,35402,1
222643300,31063,1
222777171,38806,1
222828963,50871,1
223075420,22874,1
223195494,17460,1
223480569,51142,1
223951522,17492,2
223971509,35225,1
224348199,22842,1
224424425,35386,1
224503101,46019,11
224525791,35223,1
224617025,34934,1
224882501,31099,1
224882501,52170,1
224992663,39048,1
225036411,19114,3
225530307,43191,1
225558235,26535,1
226039963,43913,1
226224402,30599,1
226494108,30117,1
226524247,43578,1
226620672,38052,1
227068431,30053,1
227082716,23354,2
227557368,34197,1
227600008,33923,1
227683173,50870,1
227695802,42917,1
228003477,30854,1
228494667,14151,1
228570963,43466,2
229283889,47818,2
229437603,38307,1
229459951,22087,2
229677823,30599,2
229912173,50371,9
229972737,18022,2
230142719,34229,11
230943737,37781,1
231020434,30055,1
231214317,17974,1
231302506,47046,2
231565154,21863,1
232319056,50887,1
232656677,25703,1
232842401,22842,1
232864816,17524,1
233452475,21812,1
233737963,51770,1
234408714,25975,1
234454993,47512,1
234632408,43401,1
234953181,47046,2
234953181,47048,1
235100218,41861,1
235105321,48075,1
235178424,42922,3
235288434,30053,1
235374943,47722,1
236218844,34985,1
236227901,18232,2
236255618,50292,1
236388113,51384,1
236767031,13363,1
236767031,22842,1
237312834,30039,1
237716628,23386,1
237866149,46771,1
237899651,39514,1
238121116,51915,1
238279519,18054,1
238279519,42663,1
238616850,47208,1
238814561,42663,1
239124970,35707,1
239218129,42404,3
239866751,18232,1
239877188,51399,2
240068785,31322,1
240085752,14425,1
240615778,13895,1
240766133,42937,1
241039908,30294,1
241184940,18536,1
241235781,31081,1
241269954,51399,1
241285844,22086,1
241434373,25764,1
241434373,26294,1
241434373,34985,1
241704901,21299,1
241709430,25699,1
241760917,27306,1
241912090,43435,3
242028775,15050,7
242028775,52170,3
242453463,25962,1
242453463,42953,1
242457239,34184,1
242838924,51770,1
242973469,35530,1
243044325,51915,1
243354812,51383,1
243771054,35193,1
243969732,43578,1
244155236,41925,4
244194934,22842,1
244194934,31595,1
244733738,30873,1
245111493,14907,1
245120769,17235,1
245293372,34197,2
246027049,43946,1
247047087,39514,1
247160469,43175,1
247464463,18488,1
247766508,39063,1
247767307,30055,1
248103813,47017,1
248284749,22630,1
248379953,50371,13
248381715,22325,6
248381715,23386,1
248381715,31081,1
248772528,42404,1
248772528,46771,2
249270037,13363,1
249531078,34197,1
249531078,42436,18
249579953,51384,1
250183303,35243,2
250183303,38821,1
250661137,29539,1
250761053,43417,1
250774893,50371,1
251036551,51915,1
251298633,30005,1
251566895,38298,1
252233378,23386,1
252243594,43466,1
252686075,34711,4
252728223,22100,1
252848679,21941,2
252900608,14408,1
253468162,26729,1
253848609,30053,1
253905761,31113,1
253905761,33956,3
254128590,31595,1
254243088,31113,1
254401145,33844,1
254678995,14407,1
254836954,18520,1
254837613,31113,1
254998492,23386,2
255203941,51144,1
255424756,23098,2
255671829,19259,1
255926417,31290,1
256236524,27001,1
256261629,34711,2
256750893,41924,1
256815934,42436,1
256980238,50371,1
257211129,41877,1
257489141,51111,1
257651500,34692,3
257899822,21941,1
257922700,21846,1
257934475,21878,3
257934475,31081,2
258233271,21813,1
258430319,39303,1
258512444,39594,1
258618550,26986,1
258981972,47304,1
259003060,13363,3
259003060,30567,1
259875463,47304,1
259916629,50549,1
259939484,21812,4
259939484,30053,1
259939484,31081,55
259981087,35225,2
260082148,19130,1
260390291,27306,1
260625210,34197,2
260625210,46019,4
261257430,34165,1
261892423,21812,2
261892423,22325,5
261942414,43466,1
261955051,14151,1
262085794,42436,1
262306437,17540,1
262369978,14745,1
262398206,13363,2
262436016,27496,1
262603763,39065,1
263079153,42436,1
263335661,50871,4
263641241,33683,27
264008945,35225,1
264055915,33956,1
264228310,41924,1
264286339,47256,1
265439978,35498,1
265459601,27239,1
265760873,30374,1
265791186,42614,1
265823839,13363,1
265933605,25764,2
266071716,35467,1
266575327,26981,1
266625206,25956,1
266845657,47818,1
267111059,34197,2
267424349,41923,1
267780219,26470,1
267864085,30854,1
267867245,21332,1
268276746,35465,24
268824632,38825,1
269251959,30856,1
269295616,30567,1
269771093,22325,1
269824352,25990,1
270045483,17987,5
270535694,17483,6
270535694,17995,8
271259372,30584,1
271259797,42660,1
271262665,21812,3
271262665,22842,7
271488207,51658,1
271621896,31593,1
271700006,14907,1
271764164,14907,2
271838757,43385,1
271862958,26729,1
271873515,13508,1
271928848,18102,8
272231118,26727,1
272499846,17987,1
272559325,42953,1
272917566,23178,9
272917566,46276,1
273099507,30809,1
273474761,27451,2
273703409,33927,1
273906558,27016,1
274071368,34950,1
274203505,34197,3
274422641,50371,2
274549155,19259,1
274842586,39802,2
275492456,22329,1
275493277,34469,2
275617882,17995,1
275873689,34949,1
276360028,26474,1
276378874,26455,1
276460425,43171,1
276645630,25956,2
276791686,30809,1
277098956,48052,1
277151895,13363,1
277155571,51659,1
277157286,21812,2
277219041,47048,1
277479841,46501,1
277493265,17987,1
277549903,46276,1
277874344,51127,1
277892604,35418,3
277965890,42949,1
278004163,18230,1
278040882,38806,1
278368947,30053,2
278551047,47048,1
279045136,23401,1
279314349,34374,1
279397658,31145,1
279527047,46523,1
279672992,22329,1
279672992,37972,1
279813303,18537,1
279912164,26021,1
280362484,21812,19
280950773,42566,1
281068883,21365,1
281117075,51127,1
281274345,51898,1
281712777,47046,1
282326200,18763,2
282704130,51641,2
283001535,18231,2
283013263,38292,1
283092211,13363,1
283734822,43946,1
283761637,19259,1
283761637,22874,1
283761637,37972,1
283881481,18520,1
284189902,31081,1
284276529,50371,10
284792125,47047,1
285147102,31322,1
285147102,37972,6
285147102,39514,6
285357958,27018,1
285559526,22329,1
285971130,35225,1
285971473,43160,1
286040743,18232,1
286102841,27338,1
286102841,34197,11
286102841,35225,43
286102841,35530,3
286102841,47046,5
286127415,38808,1
286463689,50871,1
286519683,14151,1
286650529,47291,1
287246500,33683,1
287498397,47034,1
287584975,33860,1
287834403,14681,1
288333374,26986,1
288378379,21812,1
288617810,25796,3
288617810,35498,6
288617810,43946,3
288800760,21300,1
288978768,13883,1
289089315,34180,1
289097615,47304,1
289198663,29748,4
289666896,26216,1
289666896,42408,1
289841497,33930,1
289896740,17203,6
289896740,23354,4
